2,2,2
-0.88864,-0.903285,2.666
0.125691,0.767439,3.69502
1.6273,1.34493,3.7084
-0.0600568,0.671665,0.761706
2.84878,-2.09772,3.0647
2.84878,-2.09772,3.0647
2.84878,-2.09772,3.0647
2.84878,-2.09772,3.0647
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
1.0876,-2.72904,3.44902
-1.26166,-4.91219,3.2274
-2.80242,-3.73401,3.5559
-0.343461,-1.04814,1.2131
-0.132166,-2.59022,1.53634
2.54192,-3.3576,2.97751
2.54192,-3.3576,2.97751
1.93657,-3.26809,2.91503
-0.507637,-0.908695,0.89382
-0.507637,-0.908695,0.89382
-0.507637,-0.908695,0.89382
-0.507637,-0.908695,0.89382
-0.507637,-0.908695,0.89382
1.10946,1.48484,2.49842
1.10946,1.48484,2.49842
1.10946,1.48484,2.49842
1.10946,1.48484,2.49842
1.10946,1.48484,2.49842
3.34129,1.3486,2.93444
3.34129,1.3486,2.93444
3.34129,1.3486,2.93444
2.75781,0.553198,5.52665
2.75781,0.553198,5.52665
2.03637,0.0114132,3.52842
-0.275351,-2.90871,3.0027
-0.275351,-2.90871,3.0027
-0.275351,-2.90871,3.0027
-0.275351,-2.90871,3.0027
-0.275351,-2.90871,3.0027
-0.275351,-2.90871,3.0027
-0.594563,-4.60532,3.27802
2.05547,-2.36716,5.67793
2.05555,-4.2922,5.55561
0.0627374,-2.46769,7.8928
0.697504,-3.15347,7.85189
0.697504,-3.15347,7.85189
-0.468526,-4.62105,8.11655
-1.91022,-5.81782,6.56969
-3.72779,-5.00622,7.4964
-3.72779,-5.00622,7.4964
-3.72779,-5.00622,7.4964
-3.72779,-5.00622,7.4964
-3.50975,-2.68485,8.34811
-4.17584,-0.0777409,5.78705
-1.29461,-1.78794,4.03733
-1.29461,-1.78794,4.03733
0.689393,-1.23164,2.74272
0.689393,-1.23164,2.74272
0.689393,-1.23164,2.74272
