0.205137,0.0860354,1.05061
0.942448,1.14541,0.0883882
0.702405,0.889751,-0.375819
1.40419,-0.0997809,0.333335
1.40419,-0.0997809,0.333335
1.40419,-0.0997809,0.333335
1.40419,-0.0997809,0.333335
2.10297,0.279333,0.519497
1.57113,-0.91946,1.00189
1.23371,-1.39985,1.56561
-0.147431,-0.775825,2.94008
0.722813,-1.20011,2.5236
0.722813,-1.20011,2.5236
0.200397,-0.635736,2.35529
0.601946,-1.32838,1.57908
0.601946,-1.32838,1.57908
0.601946,-1.32838,1.57908
0.601946,-1.32838,1.57908
-0.0797302,-1.45692,2.42776
0.257511,-0.872365,2.92566
-0.196152,-1.34806,2.76422
-0.360895,-2.42183,2.92236
-0.360895,-2.42183,2.92236
-0.360895,-2.42183,2.92236
-0.360895,-2.42183,2.92236
0.671258,-2.11786,3.1597
0.671258,-2.11786,3.1597
1.2567,-2.49973,2.95573
0.715894,-2.80982,2.48896
-0.012003,-2.07097,0.403698
-0.258893,-1.84939,-0.357403
0.964735,-1.1726,-0.205284
0.86106,-0.274706,-0.126972
1.21986,-1.148,0.669435
1.85935,-1.51762,0.169508
1.71619,-1.48356,0.316056
1.18323,-0.32348,1.69496
1.18323,-0.32348,1.69496
1.18323,-0.32348,1.69496
1.18323,-0.32348,1.69496
1.18323,-0.32348,1.69496
1.18323,-0.32348,1.69496
1.80126,-0.0398269,0.765178
2.14182,-0.466988,1.06309
1.69913,0.426244,-0.863686
1.69913,0.426244,-0.863686
1.83022,0.728288,-0.415891
2.34076,0.868259,0.238779
0.92728,1.7811,-0.186051
0.92728,1.7811,-0.186051
0.92728,1.7811,-0.186051
0.712672,0.789416,-0.995445
0.817036,-0.0627835,-1.33305
0.817036,-0.0627835,-1.33305
0.358559,0.143101,-1.82933
0.437003,1.51546,-0.696925
-0.449358,1.03694,-0.857887
-0.449358,1.03694,-0.857887
0.428598,1.1025,-0.496642
0.242764,1.58768,-0.629489
-0.290491,2.06852,-0.19009
0.169985,1.01351,0.611574
0.169985,1.01351,0.611574
-0.406375,1.98109,0.855609
-0.417539,0.887311,0.901988
-0.196939,-0.202915,0.591943
-0.196939,-0.202915,0.591943
-0.196939,-0.202915,0.591943
-0.0955634,0.438906,-0.303806
-0.0955634,0.438906,-0.303806
-0.0955634,0.438906,-0.303806
-0.0955634,0.438906,-0.303806
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
0.0701861,-0.517301,0.0782523
-0.282881,-0.115005,-0.537048
-0.359824,-0.320354,-0.288071
