           1     1.52402     1.52402           0
           2     1.40623     1.46513   0.0588952
           3     1.12734     1.35253    0.117617
           4     1.40489     1.36562   0.0841916
           5     1.55572     1.40364   0.0754881
           6     1.26498     1.38053   0.0658258
           7     1.35013     1.37619   0.0558022
           8     1.47069       1.388    0.049749
           9     1.57404     1.40867   0.0485001
          10     1.40521     1.40833   0.0433812
          11     1.14428     1.38432   0.0459998
          12     1.44187     1.38912   0.0422649
          13     1.22845     1.37676   0.0407952
          14      1.2535     1.36796   0.0387815
          15     1.34056     1.36613   0.0361498
          16     1.17028     1.35389   0.0359622
          17       1.014      1.3339    0.039254
          18      1.5271     1.34463   0.0385342
          19     1.53333     1.35456   0.0377785
          20     1.47443     1.36055   0.0363375
          21     1.31542      1.3584   0.0346307
          22     1.51719     1.36562   0.0337987
          23      1.4333     1.36857   0.0324296
          24     1.47484     1.37299   0.0313631
          25     1.58802     1.38159   0.0312879
          26      1.7283     1.39493   0.0328854
          27     1.35759     1.39355   0.0316742
          28     1.44596     1.39542   0.0305793
          29     1.46513     1.39782   0.0296038
          30     1.48103      1.4006   0.0287342
          31     1.23363     1.39521   0.0283089
          32     1.26477     1.39113   0.0277114
          33     1.49664     1.39433   0.0270482
          34      1.3458      1.3929   0.0262794
          35     1.31639     1.39072    0.025611
          36     1.31614     1.38865   0.0249755
          37     1.24441     1.38475   0.0246019
          38     1.53717     1.38876   0.0242793
          39     1.60186     1.39422   0.0242716
          40     1.71729      1.4023   0.0249978
          41     1.38465     1.40187   0.0243843
          42     1.46903     1.40347   0.0238503
          43     1.36901     1.40267   0.0233028
          44     1.40765     1.40278   0.0227673
          45     1.50264       1.405    0.022366
          46     1.33796     1.40354   0.0219228
          47     1.19415     1.39909   0.0219091
          48      1.2146     1.39524   0.0217894
          49     1.32538     1.39382   0.0213877
          50     1.26636     1.39127   0.0211101
          51     1.39056     1.39125    0.020692
          52      1.4317     1.39203   0.0203051
          53     1.42538     1.39266   0.0199282
          54     1.29435     1.39084   0.0196402
          55     1.30235     1.38923   0.0193469
          56      1.3379     1.38832   0.0190203
          57     1.41625     1.38881   0.0186901
          58     1.50632     1.39083   0.0184764
          59      1.6352     1.39497   0.0186269
          60     1.44261     1.39577    0.018331
          61     1.51285     1.39769   0.0181299
          62     1.29377     1.39601   0.0179137
          63     1.13806     1.39192   0.0180963
          64     1.36903     1.39156   0.0178149
          65     1.50124     1.39325   0.0176197
          66     1.27509     1.39146   0.0174428
          67      1.4895     1.39292   0.0172427
          68     1.40485     1.39309   0.0169881
          69     1.62445     1.39645   0.0170726
          70     1.36986     1.39607   0.0168312
          71     1.60255     1.39898   0.0168454
          72      1.4852     1.40017   0.0166529
          73     1.45583     1.40094   0.0164409
          74     1.52676     1.40264   0.0163061
          75     1.57459     1.40493   0.0162497
          76     1.46266     1.40569   0.0160525
          77     1.43396     1.40606   0.0158469
          78     1.36471     1.40553   0.0156514
          79     1.26866     1.40379   0.0155488
          80     1.37801     1.40347   0.0153566
          81     1.64697     1.40648   0.0154609
          82     1.36273     1.40594   0.0152805
          83      1.2164     1.40366    0.015267
          84     1.38943     1.40349   0.0150852
          85      1.5744      1.4055   0.0150416
          86      1.4313      1.4058   0.0148687
          87     1.46642      1.4065   0.0147133
          88      1.5133     1.40771   0.0145957
          89     1.36919     1.40728   0.0144373
          90     1.50632     1.40838   0.0143183
          91     1.29754     1.40716   0.0142124
          92      1.6302     1.40959   0.0142646
          93     1.52979     1.41088   0.0141694
          94     1.53284     1.41218   0.0140778
          95     1.44561     1.41253   0.0139333
          96     1.58064     1.41428   0.0138981
          97     1.41818     1.41432   0.0137542
          98      1.3896     1.41407   0.0136154
          99     1.48778     1.41481   0.0134977
         100     1.31728     1.41384   0.0133976
