           1   0.0491011   0.0491011           0
           2   0.0489079   0.0490045  9.6613e-05
           3   0.0488822   0.0489637 6.90967e-05
           4   0.0489732   0.0489661 4.89158e-05
           5   0.0491201   0.0489969 4.88327e-05
           6   0.0491482   0.0490221 4.71801e-05
           7   0.0489764   0.0490156 4.04069e-05
           8   0.0489417   0.0490064 3.61915e-05
           9    0.049097   0.0490164 3.34708e-05
          10   0.0490273   0.0490175  2.9957e-05
          11   0.0492247   0.0490364 3.29981e-05
          12   0.0490691   0.0490391 3.02461e-05
          13   0.0491831   0.0490502 2.99467e-05
          14   0.0490572   0.0490507 2.77298e-05
          15   0.0489563   0.0490444 2.65704e-05
          16   0.0492194   0.0490553 2.71556e-05
          17    0.049039   0.0490544 2.55263e-05
          18   0.0489042    0.049046 2.54718e-05
          19   0.0491902   0.0490536 2.52602e-05
          20   0.0490575   0.0490538 2.39647e-05
