           1    -5.43029    -5.43029           0
           2    -5.46236    -5.44633   0.0160352
           3    -5.51998    -5.47088   0.0262398
           4    -5.45707    -5.46743   0.0188727
           5    -5.43225    -5.46039   0.0162233
           6    -5.49266    -5.46577   0.0142967
           7    -5.47309    -5.46682    0.012128
           8    -5.45978    -5.46594     0.01054
           9    -5.42333     -5.4612   0.0104313
          10    -5.46268    -5.46135  0.00933124
          11    -5.51346    -5.46609  0.00967917
          12    -5.45459    -5.46513  0.00888765
          13    -5.49164    -5.46717  0.00842602
          14    -5.48742    -5.46862   0.0079339
          15    -5.47428    -5.46899  0.00739572
          16    -5.51239    -5.47171  0.00743082
          17    -5.53392    -5.47537   0.0078813
          18    -5.43403    -5.47307  0.00777731
          19    -5.43058    -5.47083  0.00768895
          20    -5.45088    -5.46984  0.00736229
          21    -5.48114    -5.47037   0.0070236
          22    -5.44111    -5.46904   0.0068276
          23    -5.47653    -5.46937  0.00653211
          24    -5.45379    -5.46872   0.0062876
          25    -5.41753    -5.46667  0.00636902
          26    -5.40856    -5.46444  0.00651461
          27    -5.48044    -5.46503  0.00629666
          28    -5.47254     -5.4653  0.00607354
          29    -5.44666    -5.46466  0.00589551
          30    -5.44568    -5.46402   0.0057306
          31    -5.49978    -5.46518  0.00566143
          32    -5.48028    -5.46565  0.00550194
          33    -5.44016    -5.46488  0.00538824
          34    -5.47204    -5.46509   0.0052316
          35    -5.47522    -5.46538  0.00508818
          36    -5.48498    -5.46592  0.00497471
          37    -5.48862    -5.46653  0.00487713
          38    -5.44539    -5.46598  0.00477956
          39    -5.42786      -5.465   0.0047569
          40    -5.42037    -5.46388  0.00476883
          41    -5.47185    -5.46408  0.00465512
          42    -5.45819    -5.46394  0.00454509
          43     -5.4671    -5.46401  0.00443874
          44     -5.4563    -5.46384  0.00434023
          45    -5.43869    -5.46328  0.00427934
          46    -5.48523    -5.46376  0.00421239
          47    -5.50992    -5.46474  0.00423718
          48    -5.50313    -5.46554  0.00422437
          49    -5.47152    -5.46566  0.00413906
          50    -5.48132    -5.46597  0.00406752
          51    -5.46855    -5.46602  0.00398728
          52    -5.46396    -5.46598  0.00391006
          53    -5.45991    -5.46587  0.00383728
          54    -5.47797    -5.46609  0.00377222
          55    -5.47391    -5.46624  0.00370572
          56    -5.47098    -5.46632  0.00363993
          57    -5.44685    -5.46598  0.00359178
          58    -5.43228     -5.4654  0.00357681
          59     -5.4134    -5.46452  0.00362447
          60    -5.45336    -5.46433  0.00356839
          61    -5.44383    -5.46399  0.00352547
          62    -5.49276    -5.46446  0.00349903
          63    -5.51885    -5.46532  0.00354963
          64    -5.47299    -5.46544  0.00349578
          65    -5.44964     -5.4652  0.00345015
          66    -5.47858     -5.4654  0.00340352
          67      -5.435    -5.46495   0.0033829
          68    -5.46131    -5.46489  0.00333321
          69    -5.41998    -5.46424  0.00334843
          70    -5.45742    -5.46415  0.00330169
          71    -5.41998    -5.46352  0.00331375
          72    -5.43843    -5.46317  0.00328594
          73    -5.46378    -5.46318  0.00324062
          74    -5.44631    -5.46295  0.00320465
          75     -5.4282    -5.46249  0.00319542
          76    -5.44707    -5.46229  0.00315962
          77    -5.44986    -5.46213  0.00312249
          78     -5.4833     -5.4624  0.00309413
          79    -5.47894    -5.46261  0.00306188
          80    -5.46783    -5.46267  0.00302406
          81    -5.41957    -5.46214  0.00303353
          82     -5.4666     -5.4622   0.0029968
          83    -5.49335    -5.46257  0.00298417
          84    -5.46301    -5.46258  0.00294843
          85     -5.4261    -5.46215  0.00294498
          86    -5.46208    -5.46215  0.00291053
          87    -5.44116     -5.4619  0.00288697
          88    -5.42676    -5.46151  0.00288179
          89     -5.4675    -5.46157  0.00285002
          90    -5.43488    -5.46128  0.00283374
          91    -5.48862    -5.46158  0.00281849
          92    -5.42129    -5.46114  0.00282187
          93    -5.44954    -5.46101  0.00279414
          94    -5.44438    -5.46084  0.00276991
          95     -5.4509    -5.46073   0.0027426
          96    -5.42287    -5.46034  0.00274239
          97    -5.46123    -5.46035  0.00271399
          98    -5.47379    -5.46048  0.00268965
          99     -5.4421     -5.4603  0.00266882
         100    -5.48488    -5.46054  0.00265341
