0 0 0
1 -0.0010371 0.177454
2 -0.165757 0.158428
3 0.108043 0.212083
4 0.391181 0.157303
5 0.182096 0.214433
6 0.62542 0.143958
7 0.311492 0.127885
8 0.197875 0.14851
9 0.256955 0.214274
10 0.18435 0.167491
11 0.0581848 0.123427
12 0.403191 0.111258
13 0.363413 0.174156
14 0.321947 0.141561
15 0.526548 0.147973
16 0.316168 0.174705
17 0.449773 0.169097
18 0.0538898 0.148125
19 0.263534 0.13911
20 0.36035 0.137373
21 0.301527 0.125646
22 0.311986 0.164595
23 0.0157383 0.138014
24 0.254685 0.185566
25 0.617228 0.128449
26 0.277274 0.124679
27 0.410317 0.133908
28 0.409824 0.122436
29 0.261717 0.131484
30 0.38721 0.14164
31 0.442401 0.102347
32 0.140957 0.12279
33 0.354125 0.174054
34 0.250681 0.140657
35 0.405948 0.125013
36 0.457072 0.115727
37 0.0978738 0.153846
38 0.233626 0.117683
39 0.178207 0.106111
40 0.328778 0.154374
41 0.39702 0.120755
42 0.494087 0.105632
43 0.288473 0.131409
44 0.138359 0.119533
45 0.0583386 0.101416
46 0.404219 0.136949
47 0.339262 0.0993832
48 0.217311 0.128419
49 0.445393 0.111741
50 0.258756 0.169503
51 0.375214 0.109301
52 0.133764 0.13229
53 0.352981 0.124588
54 0.314302 0.134348
55 0.233849 0.124137
56 0.283034 0.117219
57 0.496191 0.106063
58 0.3333 0.1309
59 0.402825 0.129635
60 0.401837 0.0935084
61 0.332021 0.0963257
62 0.216168 0.108353
63 0.171606 0.120947
64 0.278366 0.107514
65 0.508193 0.118043
66 0.137368 0.0995646
67 0.208304 0.157563
68 0.249274 0.122713
69 0.372486 0.0957234
70 0.161158 0.0969373
71 0.252696 0.102081
72 0.244927 0.0977741
73 0.285385 0.111934
74 0.23675 0.0805729
75 0.135486 0.103535
76 0.490649 0.0917097
77 0.0989925 0.111874
78 0.345645 0.109931
79 0.267667 0.126915
80 0.549577 0.0954289
81 0.268003 0.114646
82 0.337631 0.0956944
83 0.356459 0.0991405
84 0.500565 0.0914608
85 0.384801 0.0929356
86 0.330185 0.107379
87 0.358328 0.131338
88 0.360117 0.0850076
89 0.319075 0.114991
90 0.439833 0.0895588
91 0.174225 0.0984818
92 0.315042 0.110875
93 0.298493 0.104415
94 0.441533 0.0929137
95 0.299762 0.0739553
96 0.333779 0.0982289
97 0.269038 0.0950159
98 0.482668 0.0943031
99 0.252546 0.124813
100 0.380771 0.0778788
101 0.307657 0.0812021
102 0.377393 0.076967
103 0.382381 0.134039
104 0.294307 0.0998948
105 0.403306 0.127192
106 0.365036 0.142807
107 0.41754 0.104446
108 0.357737 0.0750417
109 0.24694 0.0901997
110 0.298922 0.0769286
111 0.0568632 0.0963865
112 0.293442 0.102411
113 0.389487 0.0920901
